                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.4507,                 1.4263,                 2.0037,                0.81055,                0.42625,                0.50891,                0.34346,                 1.2142,                 1.2621,                 1.8301,             0.00030624,             0.00030624,             0.00030624
                     13,                 1.5533,                 1.5074,                 2.0884,                0.61629,                0.45593,                0.50036,                0.34208,                 1.2198,                  1.303,                 1.8238,             0.00032389,             0.00032389,             0.00032389
                     14,                 1.5995,                 1.3032,                 1.7544,                0.41974,                0.48985,                0.49584,                0.33716,                  1.232,                 1.3319,                 1.8259,             0.00034022,             0.00034022,             0.00034022
                     15,                 1.7848,                 1.8951,                 2.1576,                0.39784,                0.48305,                0.50239,                 0.3276,                 1.2763,                 1.3268,                 1.8243,             0.00035523,             0.00035523,             0.00035523
                     16,                 1.4319,                 1.3641,                 1.8811,                0.50906,                0.46105,                0.52259,                0.34344,                 1.2887,                 1.2778,                 1.8184,             0.00036893,             0.00036893,             0.00036893
                     17,                 1.6036,                 1.4785,                 2.0017,                0.68725,                0.44415,                0.53848,                0.34523,                 1.3463,                 1.2775,                 1.8334,              0.0003813,              0.0003813,              0.0003813
                     18,                 1.3203,                  1.287,                 1.7724,                 0.4919,                0.50649,                0.53996,                0.34673,                 1.3495,                 1.3168,                 1.8439,             0.00039235,             0.00039235,             0.00039235
                     19,                 1.3376,                 1.2352,                 1.7228,                0.50335,                0.53198,                0.56965,                0.38596,                 1.2111,                 1.2669,                 1.7719,             0.00040209,             0.00040209,             0.00040209
                     20,                 1.3739,                 1.3001,                 1.8004,                 0.6002,                 0.5523,                0.59312,                0.41441,                 1.1425,                 1.2058,                 1.7418,              0.0004105,              0.0004105,              0.0004105
                     21,                 1.8147,                 1.3861,                 1.7965,                0.59374,                0.63033,                0.59689,                0.39402,                  1.231,                 1.2172,                 1.7732,              0.0004176,              0.0004176,              0.0004176
                     22,                 1.4023,                 1.5096,                 1.9157,                 0.6248,                 0.6219,                0.60499,                0.40317,                 1.2085,                 1.2031,                 1.7615,             0.00042338,             0.00042338,             0.00042338
                     23,                  1.313,                 1.2729,                 1.7256,                0.56822,                0.59298,                0.59812,                0.40642,                  1.183,                  1.208,                 1.7707,             0.00042783,             0.00042783,             0.00042783
                     24,                 1.2281,                 1.4511,                 1.6414,                0.56288,                0.59922,                0.59849,                0.41768,                 1.1542,                  1.231,                 1.7705,             0.00043097,             0.00043097,             0.00043097
                     25,                 1.4353,                 1.3237,                 1.9255,                0.55757,                0.60044,                0.60411,                 0.4283,                 1.1461,                 1.2588,                 1.7631,             0.00043279,             0.00043279,             0.00043279
                     26,                 1.2636,                 2.1824,                 1.5702,                0.55575,                0.61483,                0.60541,                0.42909,                 1.1477,                 1.2611,                  1.758,             0.00042066,             0.00042066,             0.00042066
                     27,                 1.3664,                 1.2608,                 1.6701,                0.50987,                0.58516,                0.59672,                0.41949,                  1.122,                 1.2005,                 1.7346,             0.00042066,             0.00042066,             0.00042066
                     28,                 1.3416,                 1.2857,                 1.7874,                0.45503,                0.55244,                0.59944,                0.41492,                 1.1231,                 1.1547,                 1.7261,             0.00040417,             0.00040417,             0.00040417
                     29,                 1.2443,                 1.2375,                 1.6495,                0.46752,                0.53676,                0.60481,                0.43354,                 1.0763,                 1.1381,                   1.68,             0.00038768,             0.00038768,             0.00038768
                     30,                 1.2693,                 1.3213,                 1.6784,                0.51722,                0.55501,                0.60694,                0.44299,                 1.0705,                 1.1558,                 1.6547,             0.00037118,             0.00037118,             0.00037118
                     31,                 1.2858,                 1.3546,                 1.7674,                0.58844,                0.60482,                0.62792,                0.45815,                 1.0769,                 1.1501,                 1.6601,             0.00035469,             0.00035469,             0.00035469
                     32,                 1.2823,                  1.306,                 1.6989,                0.59808,                0.60497,                0.65473,                0.47675,                 1.0673,                 1.1356,                 1.6589,              0.0003382,              0.0003382,              0.0003382
                     33,                 1.2848,                 1.2414,                 1.7256,                0.61034,                0.61021,                0.68785,                  0.493,                 1.0854,                  1.133,                 1.6767,              0.0003217,              0.0003217,              0.0003217
                     34,                  1.221,                 1.2321,                  1.731,                0.62791,                0.65317,                0.70503,                0.50903,                 1.0744,                 1.1102,                 1.6789,             0.00030521,             0.00030521,             0.00030521
                     35,                 1.2078,                 1.1375,                  1.562,                0.65553,                0.66001,                0.71116,                0.51084,                    1.1,                 1.0969,                 1.6874,             0.00028872,             0.00028872,             0.00028872
                     36,                 1.1835,                 1.3143,                 1.6303,                0.61778,                0.67199,                 0.7045,                0.49716,                 1.1064,                 1.1205,                 1.6822,             0.00027222,             0.00027222,             0.00027222
                     37,                 1.3038,                 1.4847,                  1.639,                0.61449,                0.64771,                0.69841,                0.50665,                 1.0667,                 1.1418,                 1.6487,             0.00025573,             0.00025573,             0.00025573
                     38,                  1.762,                 6.3078,                 1.6619,                0.58722,                0.57999,                 0.6973,                0.50612,                 1.0553,                 1.1967,                 1.6433,             0.00023924,             0.00023924,             0.00023924
                     39,                 1.4224,                  1.305,                 1.6316,                0.63151,                0.66163,                0.69439,                0.51085,                 1.0399,                 1.1948,                 1.6414,             0.00022274,             0.00022274,             0.00022274
                     40,                 1.2476,                 1.2491,                 1.6277,                0.66566,                0.68065,                0.71665,                0.52919,                 1.0268,                 1.1465,                 1.6369,             0.00020625,             0.00020625,             0.00020625
                     41,                 1.1536,                 1.3815,                 1.6291,                 0.7259,                0.66679,                0.72744,                0.53973,                 1.0148,                  1.101,                 1.6227,             0.00018976,             0.00018976,             0.00018976
                     42,                 1.1169,                 1.2618,                 1.7131,                 0.7527,                0.66449,                0.72482,                0.53854,                 1.0134,                  1.074,                 1.6122,             0.00017326,             0.00017326,             0.00017326
                     43,                 1.2513,                 1.3526,                 1.8563,                0.73816,                0.65514,                0.72549,                0.53676,                 1.0265,                 1.0682,                  1.606,             0.00015677,             0.00015677,             0.00015677
                     44,                 1.1781,                 1.2526,                 1.7672,                 0.7225,                0.68382,                0.72278,                 0.5291,                 1.0285,                 1.0835,                 1.6047,             0.00014028,             0.00014028,             0.00014028
                     45,                 1.2531,                 1.3932,                 1.8741,                0.68335,                 0.6638,                0.71488,                0.51692,                 1.0215,                 1.1017,                    1.6,             0.00012378,             0.00012378,             0.00012378
                     46,                 1.1184,                  1.282,                 1.6784,                0.67608,                0.63677,                0.71718,                0.51337,                 1.0154,                 1.1095,                 1.5964,             0.00010729,             0.00010729,             0.00010729
                     47,                 1.1567,                 1.3558,                 1.8242,                0.67745,                 0.6404,                0.72085,                0.52181,                 1.0089,                 1.1066,                 1.5966,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     48,                 1.1955,                 1.2461,                 1.6583,                0.59543,                0.61354,                0.72729,                0.52637,                 1.0023,                 1.0801,                 1.5893,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     49,                  1.239,                 1.3231,                 1.5955,                0.56211,                0.64049,                0.72791,                0.52823,                0.99536,                 1.0465,                 1.5788,              5.781e-05,              5.781e-05,              5.781e-05
                     50,                 1.1215,                 1.1352,                 1.5513,                0.57052,                0.67511,                0.73605,                0.53572,                 0.9901,                 1.0277,                 1.5723,             4.1317e-05,             4.1317e-05,             4.1317e-05
